state,new_listing,title,fr_title,condition,inventory,sku,make,model,description,fr_description,year,finish,price,product_type,subcategory_1,subcategory_2,product_image_1,product_image_2,product_image_3,product_image_4,product_image_5,product_image_6,product_image_7,product_image_8,product_image_9,product_image_10,product_image_11,product_image_12,product_image_13,product_image_14,product_image_15,product_image_16,product_image_17,product_image_18,product_image_19,product_image_20,product_image_21,product_image_22,product_image_23,product_image_24,product_image_25,video_url,offers_enabled,shipping_price,combine_and_save_shipping_price,local_pickup,shipping_profile_name,seller_cost,tax_exempt,upc,upc_does_not_apply,published_at,url,prop_65_warning,fr_prop_65_warning,id,auto_offer_percentage,auto_offer_shipping_price_override,bump_rate,bump_rate_recommendation,sold_as_is,country_of_origin,same_day_shipping_eligible,trigger_combine_and_save_shipping
draft,false,D'Addario EJ10 80/20 Bronze Extra Light Acoustic Guitar Strings,,Brand New,9,EJ10,D'Addario,EJ10 80/20 Extra Light Acoustic Guitar Strings," D'Addario EJ10 80/20 Bronze Extra Light Acoustic Guitar Strings <br>Gauges 10-14-23-30-39-47. Known for their crisp bright tone, 80/20 guitar strings are popular with stage and studio pros. D'Addario is the world's largest manufacturer of strings for musical instruments. Many top guitarists won't play any other brand. Regardless of your playing style, D'Addario has a set of strings that's right for your acoustic guitar.",,"",Bronze,9.6,accessories,guitar-strings,,https://rvb-img.reverb.com/image/upload/s--tg4fTXHU--/v1636580783/p9pffw5frlwe37cvey0w.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,6.69,false,00019954122119,false,,https://reverb.com/item/46626389-d-addario-ej10-80-20-bronze-extra-light-acoustic-guitar-strings,,,46626389,,,,,false,,true,false
draft,false,D'Addario EJ46 Classical Silver/Clear Hard Classical Guitar Strings,,Brand New,4,EJ46,D'Addario,EJ46 Classical Silver/Clear Hard Classical Guitar Strings," D'Addario EJ46 Classical Guitar Strings  Premium-quality classical strings.  Gauges 28-32-41-30-36-44.  All D'Addario Pro-Arte treble strings are measured by a sophisticated computer controlled laser which performs consistency and quality checks, insuring true sounding trebles in every set. Basses are made from Silverplated Copper wound on Nylon. <p>D'Addario is the world's largest manufacturer of strings for musical instruments. Many top guitarists won't play any other brand. Regardless of your playing style, D'Addario has a set of strings that's right for your classical guitar.</p>",,"",Classic,15.25,accessories,guitar-strings,,https://rvb-img.reverb.com/image/upload/s--BWZqHjsD--/v1636580783/dock6exykb0j8nyaxo3i.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,10.63,false,00019954121273,false,,https://reverb.com/item/46626390-d-addario-ej46-classical-silver-clear-hard-classical-guitar-strings,,,46626390,,,,,false,,true,false
draft,false,"2"" Poly Fender Logo Guitar Strap - Red Logo",,Brand New,3,0990662015,Fender,"2"" Poly Guitar Strap - Red"," 2"" Poly Fender Logo Strap <br>Made from black poly-webbing, these 2"" straps feature the Fender® logo embroidered in your choice of Yellow, Red, White, and Pewter",,"",Logo,15.99,accessories,straps,,https://rvb-img.reverb.com/image/upload/s--GrP8plnE--/v1636580784/nwgmxey9bjob83yae2vx.jpg,https://rvb-img.reverb.com/image/upload/s--uzFzucNu--/v1636580791/gkmtjaqhyzewjeevpc2d.jpg,https://rvb-img.reverb.com/image/upload/s--aa45M_4W--/v1636580791/hlcknq2qegiimobrgmcv.jpg,https://rvb-img.reverb.com/image/upload/s--n3I4JPIg--/v1636580791/txk4fkw52hl1tm37rrcb.jpg,https://rvb-img.reverb.com/image/upload/s--VR36n6IS--/v1636580791/nrrlz65baozhfmxk6kwl.jpg,https://rvb-img.reverb.com/image/upload/s--LySOsvi8--/v1636580791/aighg7dijww3qvbrlul0.jpg,https://rvb-img.reverb.com/image/upload/s--lv8xlqvp--/v1636580791/wfmu8ooeifpekiwtpcgz.jpg,,,,,,,,,,,,,,,,,,,,true,,,false,,4.41,false,00717669495398,false,,https://reverb.com/item/46626391-2-poly-fender-logo-guitar-strap-red-logo,,,46626391,,,,,false,,true,false
draft,false,Casio AP-470 Digital Console Piano with Matching Bench - Brown,,Brand New,0,AP470BN,Casio,AP-470 Digital Console Piano with Matching Bench -,"    <p>88-note weighted scaled hammer-action touch sensitive digital piano (upright style cabinet)</p><ul><li><p>- &nbsp;Built-In: AiR sound source*, 22 enhanced tones, digital effects, 10 concert</p><p>play + 60 music library songs, song expansion memory, class compliant</p><p>USB MIDI, 2 headphone outs</p></li><li><p>- &nbsp;256-note polyphony</p></li><li><p>- &nbsp;String and lid simulation</p></li><li><p>- &nbsp;USB audio recording</p></li><li><p>- &nbsp;Includes 3-pedal system (SP33) and bench</p></li><li><p>- &nbsp;Powered by AC power adapter (included)</p></li><li></li></ul>Piano numérique à mécanique marteau équilibrée de 88 notes à frappe dynamique (cabinet droit)<br><ul><li><p>- &nbsp;Intégré : Source sonore AiR*, 22 tonalités améliorées, effets numériques, 10</p><p>récitals + 60 chansons intégrées, ajout de morceaux, nativement</p><p>compatible avec USB MIDI, 2 sorties de casque d’écoute</p></li><li><p>- &nbsp;Polyphonie à 256 notes</p></li><li><p>- &nbsp;Simulation d’ouverture de couvercle et cordes</p></li><li><p>- &nbsp;Enregistreur audio USB</p></li><li><p>- &nbsp;Inclut : Pédalier (SP33), banc</p></li><li><p>- &nbsp;Alimenté par un bloc d’alimentation CA (inclus)</p></li></ul>    ",,"",Brown,2049.99,keyboards-and-synths,digital-pianos,,https://rvb-img.reverb.com/image/upload/s--dKPjB3fc--/v1636580784/p3d9xvqzrdwy8fbdrtuy.jpg,https://rvb-img.reverb.com/image/upload/s--3Co6AElj--/v1636580789/bdmbj2kqmxcn8w2ykgpx.jpg,https://rvb-img.reverb.com/image/upload/s--wKDpep5V--/v1636580789/vtexml5ytz31qqqylrof.jpg,https://rvb-img.reverb.com/image/upload/s--z3khGbJB--/v1636580789/rdk09lwj18yerhbcd6t7.jpg,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,1332.50,false,00079767362393,false,,https://reverb.com/item/46626392-casio-ap-470-digital-console-piano-with-matching-bench-brown,,,46626392,,,,,false,,true,false
draft,false,"2"" Poly Fender Logo Guitar Strap - Yellow Logo",,Brand New,3,0990662070,Fender,"2"" Poly Logo Guitar Strap - Logo"," 2"" Poly Fender Logo Strap <br>Made from black poly-webbing, these 2"" straps feature the Fender® logo embroidered in your choice of Yellow, Red, White, and Pewter",,"",Yellow,15.99,accessories,straps,,https://rvb-img.reverb.com/image/upload/s--T5_MbYzo--/v1636580785/ogvruexquegw1i5uyikc.jpg,https://rvb-img.reverb.com/image/upload/s--mMW2PCy8--/v1636580790/s1m4dvuetili5okrttrx.jpg,https://rvb-img.reverb.com/image/upload/s--PPaIoKx7--/v1636580790/x4xgfhglmos2yom8ozhe.jpg,https://rvb-img.reverb.com/image/upload/s--VycA9GBf--/v1636580790/waecpsbit2i8ujbqezzs.jpg,https://rvb-img.reverb.com/image/upload/s--pChgPZDb--/v1636580790/vcaq9wvbqhq3zdrvbbwo.jpg,https://rvb-img.reverb.com/image/upload/s--_JsRyigY--/v1636580790/v3el6bstyoqnbdzzd3dd.jpg,https://rvb-img.reverb.com/image/upload/s--lBCB9n_i--/v1636580790/kpnvidnfsnru85018ttu.jpg,,,,,,,,,,,,,,,,,,,,true,,,false,,4.41,false,00717669495411,false,,https://reverb.com/item/46626393-2-poly-fender-logo-guitar-strap-yellow-logo,,,46626393,,,,,false,,true,false
draft,false,Casio AP-470 Digital Console Piano with Matching Bench - Black,,Brand New,0,AP470BK,Casio,AP-470 Digital Console Piano with Matching Bench -,"    <p>88-note weighted scaled hammer-action touch sensitive digital piano (upright style cabinet)</p><ul><li><p>- &nbsp;Built-In: AiR sound source*, 22 enhanced tones, digital effects, 10 concert</p><p>play + 60 music library songs, song expansion memory, class compliant</p><p>USB MIDI, 2 headphone outs</p></li><li><p>- &nbsp;256-note polyphony</p></li><li><p>- &nbsp;String and lid simulation</p></li><li><p>- &nbsp;USB audio recording</p></li><li><p>- &nbsp;Includes 3-pedal system (SP33) and bench</p></li><li><p>- &nbsp;Powered by AC power adapter (included)</p></li><li></li></ul>Piano numérique à mécanique marteau équilibrée de 88 notes à frappe dynamique (cabinet droit)<br><ul><li><p>- &nbsp;Intégré : Source sonore AiR*, 22 tonalités améliorées, effets numériques, 10</p><p>récitals + 60 chansons intégrées, ajout de morceaux, nativement</p><p>compatible avec USB MIDI, 2 sorties de casque d’écoute</p></li><li><p>- &nbsp;Polyphonie à 256 notes</p></li><li><p>- &nbsp;Simulation d’ouverture de couvercle et cordes</p></li><li><p>- &nbsp;Enregistreur audio USB</p></li><li><p>- &nbsp;Inclut : Pédalier (SP33), banc</p></li><li><p>- &nbsp;Alimenté par un bloc d’alimentation CA (inclus)</p></li></ul>    ",,"",Black,2049.99,keyboards-and-synths,digital-pianos,,https://rvb-img.reverb.com/image/upload/s--UOHuu1-V--/v1636580786/nouiiu3zmko845atbg3y.jpg,https://rvb-img.reverb.com/image/upload/s--TlLKzz9V--/v1636580789/jiqlzrbdl0dcnhexwcwm.jpg,https://rvb-img.reverb.com/image/upload/s--rPqp8GaZ--/v1636580790/zjmtbwtvjwiiz3lqe8lo.jpg,https://rvb-img.reverb.com/image/upload/s--XmOZyunX--/v1636580790/ecvlxa4ul3yakc717yye.jpg,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,1332.50,false,00079767362386,false,,https://reverb.com/item/46626395-casio-ap-470-digital-console-piano-with-matching-bench-black,,,46626395,,,,,false,,true,false
draft,false,"2"" Poly Fender Logo Guitar Strap - Gray Logo",,Brand New,3,0990662043,Fender,"2"" Poly Logo Guitar Strap - Logo"," 2"" Poly Fender Logo Strap <br>Made from black poly-webbing, these 2"" straps feature the Fender® logo embroidered in your choice of Yellow, Red, White, and Pewter",,"",Gray,15.99,accessories,straps,,https://rvb-img.reverb.com/image/upload/s--tyc-7Vsb--/v1636580786/dmjzhg1u0ckeb7f2bowv.jpg,https://rvb-img.reverb.com/image/upload/s--ryr5NV0D--/v1636580791/sc6o5z22necje70hz913.jpg,https://rvb-img.reverb.com/image/upload/s--Wzmv7ERg--/v1636580791/unfdmbb7sjhpuiwpntac.jpg,https://rvb-img.reverb.com/image/upload/s--_d4IELNm--/v1636580790/zmmszn16vengvwvwl5am.jpg,https://rvb-img.reverb.com/image/upload/s--qafwFaJs--/v1636580790/bm4bkrti7xqrefyn6p4z.jpg,https://rvb-img.reverb.com/image/upload/s--kWOt78aO--/v1636580790/zclsbnnqakbi26jbqvnd.jpg,https://rvb-img.reverb.com/image/upload/s--h02hGFR2--/v1636580790/nolenftivxdxr3dzn9du.jpg,,,,,,,,,,,,,,,,,,,,true,,,false,,4.41,false,00717669495428,false,,https://reverb.com/item/46626396-2-poly-fender-logo-guitar-strap-gray-logo,,,46626396,,,,,false,,true,false
draft,false,D'Addario EXL130 Nickel X-Super Light Electric Guitar Strings,,Brand New,12,EXL130,D'Addario,EXL130 X-Super Light Electric Guitar Strings,"EXL130 is an extra-super light for maximum flexibility and ease of playability. XL Nickel Wound electric guitar strings, long recognized as the industry standard, are ideal for a wide range of musical styles",,"",Nickel,9.2,accessories,guitar-strings,,https://rvb-img.reverb.com/image/upload/s--Hg2-fH19--/v1636580809/ylj5k38dffoasukxroti.jpg,https://rvb-img.reverb.com/image/upload/s--2NLM7F7R--/v1636580813/vmzv72umtmyyvdx7adh2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,6.42,false,00019954141318,false,,https://reverb.com/item/46626400-d-addario-exl130-nickel-x-super-light-electric-guitar-strings,,,46626400,,,,,false,,true,false
draft,false,D'Addario EJ11 80/20 Bronze Light Acoustic Guitar Strings,,Brand New,9,EJ11,D'Addario,EJ11 80/20 Light Acoustic Guitar Strings," D'Addario EJ11 80/20 Bronze Light Acoustic Guitar Strings   Gauges 12-16-24-32-42-53. Known for their crisp bright tone, 80/20s are popular with stage and studio pros. D'Addario is the world's largest manufacturer of strings for musical instruments. Many top guitarists won't play any other brand. Regardless of your playing style, D'Addario has a set of strings that's right for your acoustic guitar. ",,"",Bronze,9.6,accessories,guitar-strings,,https://rvb-img.reverb.com/image/upload/s--wr4JcMDa--/v1636580833/pl5gty0sp54actg4eivc.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,6.69,false,00019954122126,false,,https://reverb.com/item/46626405-d-addario-ej11-80-20-bronze-light-acoustic-guitar-strings,,,46626405,,,,,false,,true,false
draft,false,D'Addario Kaplan 4/4 cello strings - Heavy,,Brand New,0,KS510,D'Addario,Kaplan 4/4 cello strings," D'Addario Kaplan 4/4 cello strings  <br>The Kaplan cello strings produce a rich and complex tone. Conceived for the most discerning musicians, they stand up well to extreme bow pressure, and provide a powerful but warm sound.",,"","",260.0,band-and-orchestra,string-accessories,,https://rvb-img.reverb.com/image/upload/s--HnHFw9Fl--/v1636580834/hfd4jf5wij1kj9ubxdow.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,183.75,false,00019954970604,false,,https://reverb.com/item/46626406-d-addario-kaplan-4-4-cello-strings-heavy,,,46626406,,,,,false,,true,false
draft,false,D'Addario Natural Rosin,,Brand New,6,VR200,D'Addario,Rosin, D'Addario Natural Rosin  <br>All natural ingredients combined in a very special process make it perfect for either horsehair or synthetic bows. Handsome packaging fits nicely in cases and the unique plastic channel provides an easy grip.,,"",Natural,6.3,band-and-orchestra,string-accessories,,https://rvb-img.reverb.com/image/upload/s--75uatdvg--/v1636580834/mxnkpvzsi30mcisy4t0l.jpg,https://rvb-img.reverb.com/image/upload/s--tEVVloaD--/v1636580836/dlrdbcngdh1wgovpq3a5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,3.43,false,00019954160043,false,,https://reverb.com/item/46626407-d-addario-natural-rosin,,,46626407,,,,,false,,true,false
draft,false,Danelectro D-5 Fab Chorus Pedal,,Brand New,1,D-5,Danelectro,Fab Chorus,The <b>D5 FAB Chorus Pedal</b> from <strong>Danelectro</strong> is an affordable stompbox for guitar that packs a variety of rich chorus effects into a small package. Great for adding dimension and space to your sound. The pedal can be powered by a 9V battery or by an optional power supply.,,"","",32.99,effects-and-pedals,chorus-and-vibrato,,https://rvb-img.reverb.com/image/upload/s--e_OjL-mT--/v1636580897/ghrl59ddpuxeawtd3zkz.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,23.39,false,00611820000844,false,,https://reverb.com/item/46626444-danelectro-d-5-fab-chorus-pedal,,,46626444,,,,,false,,true,false
draft,false,"Dunlop Gel Guitar Picks - 12 Pack - Blue, Light",,Brand New,3,486PLT,Dunlop,"Gel Guitar Picks - 12 Pack - Blue,"," Dunlop Gel Guitar Picks - 12 Pack <br>Jim Dunlop Gels are molded of unique custom formulated polycarbonate composition that provides superior tone, playability, and wear. The Gels' engineered tip and beveled edges combine for a superior positive attack and an excellent smooth string release.",,"",Light,8.9,accessories,picks,,https://rvb-img.reverb.com/image/upload/s--coneNk7T--/v1636580898/ycihcuxmk2rjnpa3pwmk.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,false,,6.00,false,00710137014930,false,,https://reverb.com/item/46626445-dunlop-gel-guitar-picks-12-pack-blue-light,,,46626445,,,,,false,,true,false
draft,false,Ernie Ball Earthwood Medium 80/20 Bronze Acoustic Guitar Strings,,Brand New,3,2002EB,Ernie Ball,Earthwood Medium 80/20 Acoustic Guitar Strings,"Ernie Ball Earthwood 80/20 Bronze Acoustic Guitar Strings are made from 80% copper, 20% zinc wire wrapped around hex shaped brass plated steel core wire. These acoustic guitar strings provide a crisp, ringing sound with pleasing overtones. Gauges .013, .017, .026, .034 .046, .056",,"",Bronze,9.49,accessories,guitar-strings,,https://rvb-img.reverb.com/image/upload/s--6KBkGL3z--/v1636581031/rthizlunqels0jjzmgfp.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,0.0,,true,FREE Shipping Canada Over $99,6.15,false,00749699120025,false,,https://reverb.com/item/46626503-ernie-ball-earthwood-medium-80-20-bronze-acoustic-guitar-strings,,,46626503,,,,,false,,true,false
draft,false,"Epiphone Songmaker DR-100 Acoustic Guitar, Vintage Sunburst",,Brand New,1,DR100-VSCH,Epiphone,"Epiphone Songmaker DR-100 Guitar,","<p>The Songmaker DR-100 has long been Epiphone's best selling acoustic guitar and has the look, sound, and build quality that first time players and professionals expect when choosing an Epiphone. Featuring a select spruce top, premium tuners, and a mahogany body. Epiphone stands behind every guitar they make with a Limited Lifetime Warranty and Gibson Brands™ Customer Service. Hardshell or EpiLite™ case sold separately<br></p><ul><li>Select spruce top</li><li>Mahogany body and neck</li><li>Chrome hardware</li><li>Rosewood fingerboard with dot inlays</li></ul><p><strong>Epiphone DR-100 Acoustic Guitar Includes:</strong></p><ul><li>limited lifetime warranty</li></ul>",,"",Vintage Sunburst,219.0,acoustic-guitars,dreadnought,,https://rvb-img.reverb.com/image/upload/s--c5fXeuaB--/v1636581031/hj9x8aoabz7g299dofan.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,true,0.0,,true,FREE Shipping Canada Over $99,183.06,false,00711106263380,false,,https://reverb.com/item/46626504-epiphone-songmaker-dr-100-acoustic-guitar-vintage-sunburst,,,46626504,,,,,false,,true,false
